OBJECTID,DescSeg,TipoPNV,CODIGO
17667,ENTR. BR 376 - JATEI,Pavimentada,478EMS0010
17668,JATEI - ENTR. MS 145 (NOVA ESPERANCA),Pavimentada,478EMS0030
17669,DOURADOS - ENTR. MS 379,Implantada,477EMS0010
17670,ENTR. SP. 058 ( CRUZEIRO ) - DIVISA SP/MG (TUNEL),Pavimentada,052ESP0020
17671,DISTRITO PINHEIROS - FUGA BR-116 (QUELUZ),Implantada,058ESP0070
17672,CRUZEIRO (PU)/ (ENTR. SP-022/060) (B) - ACS. LAVRINHAS,Implantada,058ESP0050
17673,S. JOSE DO BARREIRO (PU) (B) - ENTR. RJ-161 (P/RESENDE),Pavimentada,068ESP0050
17674,DIVISA SP/RJ - INICIO DO PAVIMENTO,Leito Natural,161ERJ0010
17675,SILVEIRAS (PU) (B) - ENTR. SP-244/068,Pavimentada,068ESP0020
17676,ENTR. BR-116 (CACHEIRA PAULISTA) - SILVEIRAS (PU) (A),Pavimentada,068ESP0010
17677,ACESSO CRUZEIRO - ENTR SP-068 (P/SILVEIRAS),Duplicada,116BSP2270
17678,ENTR SP-068 (P/SILVEIRAS) - ENTR SP-058/062 (CACHOEIRA PAULISTA),Duplicada,116BSP2290
17679,ENTR.SP. 062 - ACS. CACHOEIRA PAULISTA,Pavimentada,058ESP0010
17680,ACESSO CRUZEIRO,,AC17680
17681,ENTR. SP. 183 - ENTR. SP. 052,Pavimentada,058ESP0030
17682,ACS. CACHOEIRA PAULISTA - ENTR. SP. 183,Pavimentada,058ESP0020
17683,ENTR. SP. 052 - CRUZEIRO (PU) (A),Pavimentada,058ESP0040
17684,ACESSO LAVRINHAS - ACESSO CRUZEIRO,Duplicada,116BSP2265
17685,ENTR SP-058(B) - ACESSO LAVRINHAS,Duplicada,116BSP2255
17686,ENTR. SP-244/068 - AREIAS (PU) (A),Pavimentada,068ESP0030
17687,ENTR BR-485 (DIV MG/RJ) - ENTR BR-116 (ENGENHEIRO PASSOS),Pavimentada,354BRJ0610
17688,ENTR SP-054 - ENTR SP-058(A) (QUELUZ),Duplicada,116BSP2243
17689,DIV RJ/SP - ENTR SP-054,Duplicada,116BSP2230
17690,ENTR. SP-247 (BANANAL) (PU) - ENTR. SP-064,Pavimentada,068ESP0070
17691,ARAPEI - ENTR. SP-247 (BANANAL) (PU),Pavimentada,068ESP0060B
17692,ENTR. RJ-161 (P/RESENDE) - ARAPEI,Pavimentada,068ESP0060A
17693,ENTR. SP-064 - DIVISA SP/RJ (POUSO SECO),Pavimentada,068ESP0080
17694,ENTR. SP-068 (BANANAL) - DIVISA SP/RJ (BARRA MANSA),Pavimentada,064ESP0010
17695,ENTR. BR-116 (P/RIO DE JANEIRO) - DIVISA RJ/SP,Pavimentada,157ERJ0090
17696,ENTR. SC-451 (A) (P/OURO VERDE) - ACESSO ALEGRE DO MARCO,Pavimentada,467ESC0020A
17697,ACESSO 1 A BARRINHA,,AC17697
17698,ACS. DISTR. JURICÊ ( I ) - ACS. DISTR. JURICÊ ( II ),Duplicada,334ESP0020
17699,ACS. TARABAÍ - ACS. NARANDIBA,Pavimentada,425ESP0340
17700,ACESSO SALES DE OLIVEIRA,,AC17700
17701,ACESSO BIRIGUI (2),,AC17701
17702,ACESSO AURIFLAMA,,AC17702
17703,ACESSO CARDOSO,,AC17703
17704,ACS. AURIFLAMA - ENTR. SP-310,Pavimentada,463ESP0060
17705,ACS. PONTALINDA - ENTR. SP-563,Pavimentada,463ESP0080
17706,ENTR. SP-563 - ENTR. SP-320,Pavimentada,463ESP0090
17707,LIGAÇÃO BIRIGUI - ARAÇATUBA,,Lig17707
17708,ACESSO MONCOES,,AC17708
17709,ACESSO ALTAIR - ACESSO ICEM,Pavimentada,322ESP0170
17710,ACESSO TURAMALI,,AC17710
17711,ACS. PONTES GESTAL - ENTR. SP-322 (RIOLANDIA),Pavimentada,479ESP0030
17712,ENTR. SP-270 - INDIANA (PU)(A),Pavimentada,487ESP0010
17713,ACESSO PONTES GESTAL,,AC17713
17714,ACS. GABRIEL MONTEIRO - ACS. BILAC,Pavimentada,461ESP0007
17715,ACESSO OLIMPIA,,AC17715
17716,ACS. TRES FRONTEIRAS - ACS. SANTA FE DO SUL,Pavimentada,595ESP0050
17717,ACS. PARAISO/ PALMARES PAULISTA - ACS. CATANDUVA,Pavimentada,351ESP0130
17718,BANDEIRANTE - SÃO MIGUEL DO OESTE,Leito Natural,492ESC0010
17719,ENTR. BR-163/BR-386 (DESCANSO) - BELMONTE,Pavimentada,493ESC0010
17720,BELMONTE - SANTA HELENA,Pavimentada,493ESC0020
17721,SANTA HELENA - TUNAPOLIS,Pavimentada,493ESC0030
17722,ACESSO BOM JESUS DO OESTE - SERRA ALTA,Leito Natural,469ESC0015
17723,ENTR. SC-469 (P/SERRA ALTA) - BOM JESUS DO OESTE,Leito Natural,521ESC0010
17724,ACESSO PR-180 - ENTR. BR-158 / SC-468 (P/S+O LUIS D`OESTE),Pavimentada,473ESC0070
17725,ENTR. SC-473 (P/CAMPO ERE) - SÃO BERNARDINO,Leito Natural,520ESC0010
17726,ENTR. BR-280 (P/S+O BENTO DO SUL) - S+O BENTO DO SUL (ACESSO SUL),Pavimentada,518ESC0010
17727,ENTR. BR-163 (SÃO JOSE DO CEDRO) - PRINCESA,Leito Natural,519ESC0010
17728,ENTR. SC-522 - ENTR. BR-283(A) (SÃO CARLOS),Leito Natural,469ESC0060B
17729,ENTR. SC-469 (P/SAUDADES) - CUNHATAI,Leito Natural,522ESC0010
17730,ENTR. BR-282(B) 9CAMPOS NOVOS) - ACESSO IBIAM,Leito Natural,455ESC0040A
17731,ENTR. SC-455 (P/TANGARÁ) - IBIAM,Pavimentada,516ESC0010
17732,SANTA TEREZINHA - ENTR. BR-477 (PAPANDUVA),Leito Natural,423ESC0030
17733,FUGA SP-098 - ENTR. SP-043 (TAIACUPEBA) (FIM ASFALTO),Pavimentada,102ESP0020
17734,ENTR. SP-043 (TAIACUPEBA) (FIM ASFALTO) - SERTAO DOS FREITAS,Implantada,102ESP0030
17735,ENTR. SP. 050 - SANTO ANTÔNIO DO PINHAL (PU),Pavimentada,046ESP0010
17736,ENTR. SP-162/050 (RODEIO/ ROSAS) -,Pavimentada,050ESP0050
17737,ENTR. SP-088 (CRUZEIRO) - ACESSO  CRUZEIRO,Pavimentada,052ESP0010
17738,ENTR. BR-116 (QUELUZ) - ENTR. BR-354 (DIV. RJ),Implantada,054ESP0010
17739,ACESSO PERUIBE,,AC17739
17740,ACS. LAVRINHAS - DISTRITO PINHEIROS,Pavimentada,058ESP0060
17741,ENTR BR-101(A) - ENTR BR-101(B),Duplicada,486BSC0030
17742,CALMON - ENTR. SC-476 (MATOS COSTA),Leito Natural,302ESC0170
17743,ENTR. SC-303(B) (P/CACADOR) - ENTR. BR-280 (LANCA),Leito Natural,478ESC0040
17744,ENTR. BR-101(A) (BALNEARIO CAMBORIU) - CAMBORIU,Pavimentada,102ESC0010
17745,ENTR. SC-402 - BALNEARIO DANIELA,Pavimentada,400ESC0010
17746,ENTR. SC-405 (P/RIO TAVARES) - CARIANOS,Pavimentada,401ESC0070
17747,CARIANOS - ENTR. SC-405(P/ALTO RIBEIRAO),Pavimentada,401ESC0080
17748,MORRO DAS PEDRAS - ENTR. SC-401 (ALTO RIBEIRAO),Pavimentada,405ESC0040
17749,ENTR. RODOV. MUNIC. (P/RIO TAVARES) - ENTR. RODOV. MUNIC. (P/CAMPECHE),Pavimentada,405ESC0020
17750,ENTR. SC-401 (ITACORUBI) - LAGOA DA CONCEICAO,Pavimentada,404ESC0010
17751,ENTR. SC-405(P/ALTO RIBEIRAO) - RIBEIRAO DA ILHA/ PONTA DA TAPERA,Pavimentada,401ESC0090
17752,RIBEIRAO DA ILHA/ PONTA DA TAPERA - CAIEIRAS DA BARRA DO SUL,Leito Natural,401ESC0100
17753,ENTR. SC-403 (INGL. DO RIO VERM.) - PARQUE FLORESTAL DO RIO VERMELHO,Pavimentada,406ESC0020
17754,PARQUE FLORESTAL DO RIO VERMELHO - BARRA DA LAGOA,Pavimentada,406ESC0030
17755,BARRA DA LAGOA - RETIRO DA LAGOA,Pavimentada,406ESC0040
17756,RETIRO DA LAGOA - LAGOA DA CONCEICAO,Pavimentada,406ESC0050
17757,LAGOA DA CONCEICAO - RIO TAVARES,Pavimentada,406ESC0060
17758,RIO TAVARES - CAMPECHE,Leito Natural,406ESC0100
17759,CAMPECHE - MORRO DAS PEDRAS,Leito Natural,406ESC0070
17760,MORRO DAS PEDRAS - ARMACAO,Pavimentada,406ESC0080
17761,ENTR. SC-448 (FORQUILHINHA) - ENTR. SC-443 (CRICIUMA) (A),Pavimentada,446ESC0020
17762,ENTR. SC-445 (SIDEROPOLIS) - TREVISO,Pavimentada,447ESC0040
17763,TREVISO - BARRO BRANCO,Leito Natural,447ESC0050
17764,BARRO BRANCO - ENTR. SC-438 (LAURO MULLER),Pavimentada,447ESC0060
17765,ARROIO DO SILVA - ARARANGUA,Pavimentada,449ESC0010
17766,PASSO DE TORRES - ENTR. BR-101,Pavimentada,450ESC0010
17767,ENTR. SC-483 (PRAIA GRANDE) - DIVISA SC/RS,Implantada,450ESC0040
17768,ENTR. SC-457 (CURITIBANOS) - FREI ROGERIO,Leito Natural,451ESC0010
17769,ENTR. SC-303 (CACADOR) - TAQUARA VERDE,Pavimentada,451ESC0030
17770,OURO VERDE - ENTR. SC-467(A) (P/ABELARDO LUZ),Leito Natural,451ESC0060
17771,ROSARIO - ENTR. PR-535,Pavimentada,082EPR0090
17772,ENTR. PR-082 (ROSARIO) - RIO BRANCO,Em obras de pavimentação,535EPR0010
17773,RIO BRANCO - RIO TIGRE,Leito Natural,535EPR0020
17774,RIO CORUMBATAI - ENTR. BR-369 (FENIX),Pavimentada,082EPR0200
17775,ENTR BR-466(B) (SÃO JOSÉ) - INÍCIO PISTA DUPLA,Pavimentada,369BPR0735
17776,INÍCIO PISTA DUPLA - ENTR PR-546 (BOM SUCESSO),Duplicada,369BPR0738
17777,CULTURAMA - ENTR. BR 376,Pavimentada,147EMS0030
17778,VILA TRES IRMAS - ENTR. MS 283,Implantada,147EMS0110
17779,MONTESE - ENTR. MS 157 / 270 (ITAPORA),Pavimentada,156EMS0070
17780,ENTR. MS 162 (DOURADOS) - ENTR. MS 278,Implantada,156EMS0110A
17781,ENTR. MS 162 (DOURADOS) - ENTR. MS 278,Implantada,156EMS0110B
17782,ENTR. MS 278 - ENTR. MS 378,Implantada,156EMS0130
17783,ENTR. BR-163/ MS-280/ 378 (B) (CAARAPË) - PONTO 1,Pavimentada,156EMS0170
17784,CAMPAN-RIO - PONTO 2,Em obras de pavimentação,156EMS0210
17785,ENTR. BR 267 - RIO STA MARIA,Em obras de pavimentação,157EMS0010
17786,AGUA FRIA - ENTR. MS 166,Leito Natural,460EMS0030
17787,TACURU - ENTR. MS 299,Pavimentada,160EMS0090
17788,ENTR. BR 262 - ENTR. MS 355 (DOIS IRMAOS DO BURITI),Em obras de pavimentação,162EMS0010
17789,ENTR. BR 060 (B) - ENTR. MS 460,Pavimentada,162EMS0070
17790,ENTR. MS 460 - ENTR. ACESSO MARACAJU,Implantada,162EMS0090
17791,ENTR. ACESSO MARACAJU - ENTR. BR 267 (A),Em obras de pavimentação,162EMS0110
17792,VILA PICADINHA - DOURADOS,Pavimentada,162EMS0210A
17793,VILA PICADINHA - DOURADOS,Pavimentada,162EMS0210B
17794,ENTR. MD-166 (ANTÈNIO JO+O) - ENTR. MS-164 (DEST.MILITAR AQUIDAB+),Pavimentada,384EMS0110
17795,AQUIDAB+ - ENTR. MS-384 (ESTAÃ+O STA. VIRG-NIA),Pavimentada,164EMS0030
17796,VISTA ALEGRE - ENTR. BR 267,Implantada,164EMS0110
17797,ENTR. MS 156 - ENTR. MS 165 (PARANHOS),Implantada,295EMS0110
17798,ENTR. MS 243 (SAO SIMAO) - ENTR. BR 262 (MORRO DO AZEITE),Implantada,325EMS0010
17799,ENTR. MS 325 (SAO SIMAO) - ENTR. MS 195 (FAZ. JATOBA),Implantada,243EMS0030
17800,ENTR. BR 262 / MS 185 (GUAICURUS) - ENTR. MS 325 (SAO SIMAO),Implantada,243EMS0010
17801,ENTR. MS 178 (BODOQUENA) - ENTR. MS 185,Implantada,339EMS0030
17802,ENTR. MS 185 - MORRARIA,Implantada,339EMS0050
17803,ENTR. MS 339 - CAMPO DOS INDIOS,Implantada,185EMS0030
17804,FAZ. SALOBRA - ENTR. MS 382 (BAIA DAS GARCAS),Implantada,339EMS0090
17805,MORRARIA - FAZ. SALOBRA,Implantada,339EMS0070
17806,ENTR. BR 163 (SONORA) - ENTR. MS 407,Implantada,213EMS0030
17807,ENTR. BR 163 - PONTO 1,Implantada,214EMS0010
17808,COSTA RICA - ENTR. MS 422,Implantada,223EMS0030
17809,PONTO 1 - ENTR. MS 424,Leito Natural,223EMS0090
17810,ENTR. MS 424 - ENTR. MS 142 (JAURU),Leito Natural,223EMS0110
17811,ENTR. BR 419 (B) - ENTR. MS 427,Implantada,228EMS0030
17812,ENTR. MS 427 - PONTO 1,Implantada,228EMS0050
17813,PONTO 2 (FAZ. FLEXA) - FAZ. FIRME,Leito Natural,228EMS0110
17814,FAZ. FIRME - ENTR. MS 184 (CURVA DO LEQUE),Implantada,228EMS0130
17815,ENTR. MS 306 - ENTR. MS 351 (CHAPEU AZUL),Leito Natural,229EMS0010
17816,ENTR. MS 351 (CHAPEU AZUL) - ENTR. MS 425,Leito Natural,229EMS0030
17817,ENTR. MS 425 - ENTR. MS 316,Leito Natural,229EMS0050
17818,ENTR. MS 352 (A) - ENTR. MS 352 (B) (TABOCO),Implantada,244EMS0130
17819,ENTR MS-441(B) (P/BANDEIRANTES) - ENTR MS-244 (P/BONFIM),Pavimentada,060BMS0450
17820,ENTR. MS 351 (B) - 438 - ENTR. MS 357,Leito Natural,245EMS0070
17821,ENTR. MS 357 - ENTR. MS 324,Leito Natural,245EMS0090
17822,ENTR. BR 060 - ENTR. MS 455 (CAPAO SECO),Leito Natural,258EMS0010
17823,ENTR. MS 455 (CAPAO SECO) - ENTR. BR 163 (ANHANDUI),Leito Natural,258EMS0030
17824,ENTR. MS 145 (B) - VILA UNIAO,Implantada,274EMS0090
17825,VILA UNIAO - ENTR. MS 469 (PORTO VILMA),Implantada,274EMS0110
17826,ENTR. MS 469 (PORTO VILMA) - MACAUBA,Implantada,274EMS0130
17827,ENTR. BR 163 (B) (VILA CRUZALTINA) - VILA FORMOSA,Pavimentada,470EMS0130
17828,ENTR. MS 160 - SETE QUEDAS,Pavimentada,299EMS0050
17829,SETE QUEDAS - SOBRADINHO,Implantada,299EMS0070
17830,SOBRADINHO - ENTR. MS 295 (PARANHOS),Leito Natural,299EMS0090
17831,ENTR. BR-158 (B)/ MS-112 (CASSIL-NDIA) - ENTR. MS-426,Pavimentada,306EMS0110
17832,ENTR. MS 306 - APORE,Implantada,426EMS0010
17833,ENTR. ACESSO CAPELA - ENTR. MS-316 (GA+CHO POBRE),Implantada,306EMS0270
17834,PONTO 1 - ENTR. BR 060 (A),Implantada,324EMS0030
17835,ENTR. BR 060 (B) - ENTR. MS 245,Implantada,324EMS0070
17836,ENTR. MS 245 - ENTR. BR 262 (AGUA CLARA),Implantada,324EMS0090
17837,FAZ. TUPACERETA - FAZ. RIO NEGRO,Leito Natural,337EMS0010
17838,ENTR. BR 060 - ENTR. MS 245 / 351,Implantada,338EMS0010
17839,ENTR. MS 338 (A) - ENTR. MS 338 (B) (STA RITA DO PARDO),Em obras de pavimentação,040EMS0070
17840,ENTR. MS 356 (B) - ENTR. MS 352,Leito Natural,345EMS0150
17841,ENTR. BR 262 / MS 355 (TERENOS) - ENTR. MS 447 (PONTE DO GREGO),Leito Natural,352EMS0010
17842,ENTR. MS 447 (PONTE DO GREGO) - ENTR. MS 345,Leito Natural,352EMS0030
17843,ENTR. MS 345 - JACOBINA,Leito Natural,352EMS0050
17844,JACOBINA - TABOCO,Leito Natural,352EMS0070A
17845,ENTR. MS 244 - ENTR. MS 080,Implantada,352EMS0110
17846,JACOBINA - TABOCO,Leito Natural,352EMS0070B
17847,ENTR. MS 345 - ENTR. MS 352 (TABOCO),Leito Natural,356EMS0050
17848,ENTR. MS 338 - ENTR. MS 245 (PONTE DO RIO VERDE),Leito Natural,357EMS0090
17849,ENTR. MS-124B - ENTR. MS-440,Pavimentada,377EMS0030
17850,ENTR. MS-440  -ENTR. MS-320,Pavimentada,377EMS0050
17851,ENTR. MS 320 - ENTR. MS 377,Leito Natural,440EMS0010
17852,ENTR. BR 463 (POSTO GUAIBA) - ENTR. MS 379 (CAARAPA),Implantada,378EMS0030
17853,ENTR. BR 163 - BOCAJA,Implantada,379EMS0010
17854,ENTR. MS 470 (DOURADINA) - PANAMBI,Implantada,379EMS0050
17855,BOCAJA - ENTR. MS 470 (DOURADINA),Implantada,379EMS0030
17856,ENTR. MS 382 - ENTR. MS 185,Implantada,382EMS0050
17857,PANAMBI - ENTR. BR 163 (A),Pavimentada,379EMS0070
17858,ENTR. MS 166 - PONTO 1,Leito Natural,382EMS0210
17859,PONTO 1 - ENTR. MS 270,Implantada,382EMS0230
17860,CAMPESTRE - ENTR. MS-166 (ANTÈNIO JO+O),Implantada,384EMS0090
17861,FAZ. ALEGRIA - FAZ. BURITIZAL,Leito Natural,423EMS0030
17862,ENTR. BR 163 (RIO VERDE) - BALN. SETE QUEDAS,Pavimentada,427EMS0010
17863,BALN. SETE QUEDAS - ENTR. MS 228,Implantada,427EMS0030
17864,ENTR. MS 306 (POUSO FRIO) - ENTR. BR 060 (A),Implantada,425EMS0010
17865,ENTR. MS 229 - ENTR. BR 060 (PARAISO),Leito Natural,316EMS0150
17866,ENTR MS-430 (SÃO GABRIEL DO OESTE) - ENTR BR-419(A)/MS-080 (P/RIO NEGRO),Pavimentada,163BMS0472
17867,ENTR. BR 163 (CAPIM BRANCO) - PONTE VERMELHA,Leito Natural,435EMS0010
17868,ENTR. MS 430 - ENTR. MS 142,Leito Natural,435EMS0050
17869,ENTR. BR 163 (CAPIM BRANCO) - PONTE VERMELHA,Leito Natural,435EMS0030
17870,ENTR. MS 228 (MORRO GRANDE) - ENTR. MS 433 (ALBUQUERQUE),Leito Natural,432EMS0010
17871,ENTR BR-282(B)/SC-341(A) (P/RIO RUFINO - ESTRADA CAPITÃO-MOR) - P/CANOAS,Em obras de pavimentação,475BSC0070
17872,ENTR PR-510 (P/BATÉIAS) - ACESSO CAMPO LARGO,Pavimentada,277BPR9540
17873,LIGAÇÃO PATROCINIO PAULISTA A DIVISA MG,,Lig17873
17874,ENTR. SP. 215 (B) / SP. 350 - ENT. SP. 207,Duplicada,340ESP0110
17875,,,Mun17875
17876,,,Mun17876
17877,,,Mun17877
17878,ACESSO PONTE TANCREDO NEVES - FRONT BRA/ARG (PT T NEVES) (PORTO MEIRA),Pavimentada,469BPR9000
17879,LIGAÇÃO NOVA ARACÁ - GUABIJU,,Lig17879
17880,LIGAÇÃO IPIRÁ (SC) - PIRATUBA,,Lig17880
17881,LIGA BR-158 A DIVISA MS/GO,,AC17881
17882,LIGA SARANDI A NATALINO,,Lig17882
17883,ACESSO CAXIAS,,AC17883
17884,LIGA BR-381 A SP-070 PERTO DE S?O PAULO,,Lig17884
17885,ENTR SP-284/333(A) (ASSIS) - ENTR SP-333(B),Duplicada,374BSP0170
17886,ACESSO RINÓPOLIS - ENTR SP-294 (PARAPUÃ),Pavimentada,267BSP0783
17887,ENTR SP-425 (SANTÓPOLIS DO AGUAPEÍ) - ACESSO RINÓPOLIS,Pavimentada,267BSP0770
17888,ENTR MS-445 - ENTR MS-351 (JATOBÁ),Pavimentada,163BMS0420
17889,ENTR MS-351 (JATOBÁ) - ENTR MS-244 (BONFIM),Pavimentada,163BMS0425
17890,ENTR MS-340 (P/RIO NEGRO) - ENTR BR-060(B) (CONGONHA),Pavimentada,163BMS0450
17891,ENTR MS-441 (BANDEIRANTES) - ENTR MS-340 (P/RIO NEGRO),Pavimentada,163BMS0440
17892,ENTR SP-300 (ANDRADINA) - ACESSO CASTILHO,Duplicada,262BSP1230
17893,TREVO DA CESP - ENTR BR-158(A) (TRÊS LAGOAS),Duplicada,262BMS1280
17894,ENTR SP-595 - DIV SP/MS,Duplicada,262BSP1250
17895,ACESSO PEREIRA BARRETO - ENTR SP-310/563,Pavimentada,262BSP1200
17896,ENTR SP-463 - ACESSO AURIFLAMA,Pavimentada,262BSP1190
17897,ENTR PR-423 - ENTR PR-510 (P/BATÉIAS),Pavimentada,376BPR0440
17898,ACESSO CAMPO LARGO - ACESSO OESTE CURITIBA,Duplicada,376BPR0450
17899,ENTR PR-510 (P/BATÉIAS) - ENTR PR-423,Pavimentada,376BPR9520
17900,ACESSO CAMPO LARGO - ENTR PR-510 (P/BATÉIAS),Pavimentada,376BPR9510
17901,ENTR BR-470(A) - ENTR SC-418 (P/POMERODE),Pavimentada,477BSC0090
17902,P/SÃO PEDRO - ENTR BR-290(B) (P/URUGUAIANA),Pavimentada,377BRS0220
17903,ENTR RS-183 (P/HARMONIA) - P/SÃO PEDRO,Pavimentada,377BRS0210
17904,ENTR BR-290(A) (P/ROSÁRIO DO SUL) - ENTR RS-640 (P/CACEQUI),Pavimentada,158BRS1350
17905,ENTR RS-640 (P/CACEQUI) - ENTR BR-290(B),Pavimentada,158BRS1360
17906,ENTR BR-392(B)/471(B) - ENTR BR-116(B),Pavimentada,293BRS0020
17907,ENTR BR-153(A) - ENTR BR-153(B) (ACEGUÁ),Pavimentada,473BRS0130
17908,ENTR BR-290(A)/RS-630 (SÃO GABRIEL) - ENTR BR-290(B) (P/PÂNTANO GRANDE),Pavimentada,473BRS0010
17909,ENTR RS-400 (P/SOBRADINHO) - ENTR BR-481 (NOVO CABRAIS),Pavimentada,287BRS0140
17910,ENTR BR-481 (NOVO CABRAIS) - ENTR BR-153(B) (CACHOEIRA DO SUL),Pavimentada,287BRS0150
17911,ENTR RS-410 (CANDELÁRIA) - ENTR RS-400 (P/SOBRADINHO),Pavimentada,287BRS0130
17912,ENTR BR-287(A) - ENTR BR-287(B) (P/ SANTA CRUZ DO SUL),Pavimentada,471BRS0048
17913,ACESSO PELOTAS - ENTR BR-392(B) (QUINTA),Pavimentada,471BRS0190
17914,ENTR BR-116(B)/293(B) - ACESSO PELOTAS,Pavimentada,471BRS0180
17915,ENTR BR-116(A)/392(A)/471(A) (P/CANGUÇU) - ENTR BR-392(B)/471(B),Pavimentada,293BRS0011
17916,ENTR BR-386(A)/RS-130(B) (P/LAJEADO) - ENTR BR-386(B)/RS-129 (ESTRELA),Duplicada,453BRS0070
17917,ENTR BR-287(A) (TABAÍ) - ENTR BR-287(B),Duplicada,386BRS0271
17918,ENTR BR-468(A) (P/TRÊS PASSOS) - ENTR BR-468(B)/RS-305,Pavimentada,472BRS0040
17919,ENTR BR-386(A) (CARAZINHO) - ENTR BR-285(A)/386(B),Pavimentada,377BRS0010
17920,ENTR BR-153(A) (P/ERECHIM) - ENTR BR-153(B)/RS-324 (P/PONTÃO),Pavimentada,285BRS0191
17921,ENTR BR-163(A)/282 (P/SÃO MIGUEL DO OESTE) - IPORÃ DO OESTE,Pavimentada,386BSC0010
17922,ENTR BR-290(A) - ENTR BR-472(A),Pavimentada,293BRS0230
17923,ENTR BR-472(B) (URUGUAIANA) - ENTR BR-290(B) (FRONT BRASIL/ARGENTINA) (PONTE INTERNACIONAL),Pavimentada,293BRS0250
17924,ENTR BR-472(A) - ENTR BR-472(B) (URUGUAIANA),Pavimentada,293BRS0240
17925,ACS. ROSEIRA - APARECIDA (PU) (A),Pavimentada,062ESP0070
17926,ENTR SP-123/183 (CAMPOS DO JORDÃO) - ENTR SP-046,Pavimentada,383BSP0310
17927,ENTR RS-509 (P/SANTA MARIA) - ENTR RS-348 (VAL DE SERRA),Pavimentada,392BRS0270
17928,ENTR BR-392(B) (SANTA MARIA) - ENTR BR-158(B) (AZEVEDO SODRÉ),Pavimentada,287BRS0240
17929,ENTR BR-158(A)/392(A) (P/VAL DA SERRA) - ENTR BR-392(B) (SANTA MARIA),Pavimentada,287BRS0230
17930,ENTR BR-287(B) (P/CAMOBÍ) - ENTR RS-509 (P/SANTA MARIA),Pavimentada,392BRS0253
17931,ENTR BR-116(A)/386 (PORTO ALEGRE) - PONTE RIO GUAÍBA (PORTO ALEGRE),Duplicada,290BRS0090
17932,ACESSO A SALDANHA MARINHO - ENTR BR-285(B) (P/SANTA BÁRBARA DO SUL),Pavimentada,377BRS0050
17933,ENTR BR-153(A)/RS-332 (SOLEDADE) - BARROS CASSAL,Pavimentada,471BRS0010
17934,ENTR BR-153(A)/RS-223 (P/TAPERA) - ENTR BR-153(B)/RS-332(A) (P/SOLEDADE),Pavimentada,386BRS0210
17935,ENTR BR-280(B) (VITORINO) - ENTR BR-158(B) (DIV PR/SC),Pavimentada,480BPR0050
17936,ENTR BR-116(A) (P/VACARIA) - ENTR BR-116(B) (VACARIA),Pavimentada,285BRS0100
17937,ENTR MS-040 (P/TRÊS BARRAS) - ENTR MS-262(B) (CAMPO GRANDE (P/TRÊS LAGOAS)),Pavimentada,163BMS0396
17938,ENTR BR-060(A)/262(A) (CAMPO GRANDE (SAÍDA P/ SÃO PAULO)) - ENTR MS-040 (P/TRÊS BARRAS),Pavimentada,163BMS0392
17939,ENTR SC-455 (P/IBICUÍ) - ENTR BR-283(B) (TUPITINGA),Pavimentada,470BSC0295
17940,ENTR BR-470(A) (GARIBALDI) - ENTR BR-470(B) (P/BENTO GONÇALVES),Pavimentada,453BRS0130
17941,ENTR BR-285(A) (LAGOA VERMELHA) - ENTR BR-285(B) (BARRETOS),Pavimentada,470BRS0350
17942,ENTR BR-282(B)/283(A) (P/CAMPOS NOVOS) - ENTR SC-455 (P/IBICUÍ),Pavimentada,470BSC0290
17943,ACESSO VILA GUARÁ - ACESSO GUARAPUAVA,Pavimentada,373BPR0410
17944,ENTR PR-364 - ENTR BR-277(B) (TRÊS PINHEIROS),Pavimentada,373BPR0440
17945,ENTR PR-170 - ENTR PR-364,Pavimentada,373BPR0435
17946,ENTR BR-466 (P/GUARAPUAVA) - ENTR PR-170,Pavimentada,373BPR0430
17947,ENTR BR-476(A) (PONTE MANOEL RIBAS) - ENTR BR-476(B) (DIV PR/SC) (UNIÃO DA VITÓRIA/PORTO UNIÃO) *TRECHO MUNICIPAL*,Pavimentada,466BPR0170
17948,ENTR. PR-340(B) (P/ CASTROLANDIA) - ENTR. ACESSO A CARAMBEI,Duplicada,151EPR0230
17949,ENTR. PR-542 (B) - ENTR. PR-458 (A),Pavimentada,317EPR0051
17950,ENTR. PR-461 (A) - ENTR. PR-461 (B) (FLORIDA),Pavimentada,458EPR0060
17951,ENTR. PR-317(B) - ENTR. PR-461(A),Pavimentada,458EPR0050
17952,ENTR. PR-544 (SANTA FE) - ENTR. PR-317(A),Pavimentada,458EPR0040
17953,ENTR. PR-340/448/542 (GUARACI) - ENTR. PR-544 (SANTA FE),Pavimentada,458EPR0020
17954,ENTR. PR-323 (CONTORNO SUL DE MARINGA) - ENTR. ACESSO A FLORIANO),Duplicada,317EPR0130
17955,ENTR. PR-218 - MUNHOZ DE MELO,Pavimentada,550EPR0010
17956,ENTR. PR-458 (B)/544 (SANTA FÉ) - ENTR. PR-550 (MUNHOZ DE MELO),Pavimentada,317EPR0071
17957,MUNHOZ DE MELO - ENTR. PR-317,Pavimentada,550EPR0030
17958,ENTR. BR-369 - ENTR. PR-170 (ROLANDIA),Pavimentada,323EPR0100
17959,ENTR. ACESSO APAICANDU - ÁGUA BOA,Pavimentada,323EPR0211
17960,ACESSO A CIANORTE - ENTR. PR-567,Pavimentada,323EPR0293
