OBJECTID,DescSeg,TipoPNV,CODIGO
17332,ENTR. MINIC. (P/RIO DOS CEDROS) - ENTR. SC-417/BR-477 (TIMBË),Pavimentada,416ESC0050
17333,ENTR. SC-488 (IPUMIRIM) - ENTR. BR-282(A) (P/FAXIN. GUEDES),Leito Natural,465ESC0040
17334,P/RIO DOS CEDROS - ENTR SC-416 (TIMBÓ),Pavimentada,477BSC0067
17335,BLUMENAU - GUABIRUBA,Leito Natural,420ESC0010
17336,ENTR SC-114(A) (P/TAIÓ) - ENTR SC-114(B) (P/OTACÍLIO COSTA),Pavimentada,470BSC0180
17337,MIRIM DOCE - ENTR. SC-302 (TAIO),Leito Natural,425ESC0050
17338,IMBUIA - LEOBERTO LEAL,Leito Natural,428ESC0020
17339,ENTR. BR-282 - CALDAS DA IMPERATRIZ,Pavimentada,432ESC0010
17340,PRAIA DA PINHEIRA - ENTR. BR-101(B),Pavimentada,433ESC0030
17341,PRAIA DO SONHO - PRAIA DA PINHEIRA,Implantada,433ESC0020
17342,ENTR. BR-101(A) - PRAIA DO SONHO,Pavimentada,433ESC0010
17343,IMBITUBA - VILA NOVA/ ENTR.BR-101,Pavimentada,435ESC0020
17344,ENTR. BR-101(A) - ENTR. SC-435 (P/RIO DUNA),Pavimentada,437ESC0010
17345,ENTR. SC-437 (P/IMARUI) - RIO DUNA,Pavimentada,435ESC0030
17346,IMARUI - ENTR. SC-407,Leito Natural,437ESC0030
17347,IMEDIACOES DE BARBACENA - PRAIA DO MAR GROSSO (LAGUNA),Pavimentada,436ESC0020
17348,PEDRAS GRANDES - ORLEANS,Leito Natural,440ESC0030
17349,ENTR. BR-101 - JAGUARUNA,Pavimentada,442ESC0010
17350,JAGUARUNA - ARROIO CORRENTES,Pavimentada,442ESC0020
17351,ENTR. SC-449 (P/VILA MARIA) - VILA MARIA,Leito Natural,443ESC0060
17352,ENTR. BR-101 - PRAIA DO RINCAO,Pavimentada,444ESC0030
17353,ENTR. SC-446 (P/URUSSANGA) - ESTACAO COCAL,Pavimentada,445ESC0030
17354,ESTAÇÃO COCAL - ENTR. SC-443 (P/URUSSANGA),Pavimentada,445ESC0040
17355,ACESSO AO PORTO DE ITAGUAÇU - ENTR SP-066 (APARECIDA),Duplicada,488BSP0014
17356,ACESSO III AO SANTUÁRIO DE N S APARECIDA - ACESSO AO PORTO DE ITAGUAÇU,Duplicada,488BSP0013
17357,ACESSO II AO SANTUÁRIO DE N S APARECIDA - ACESSO III AO SANTUÁRIO DE N S APARECIDA,Duplicada,488BSP0012
17358,ENTR BR-116/459 (APARECIDA) - ACESSO I AO SANTUÁRIO DE N S APARECIDA,Duplicada,488BSP0010
17359,RIBEIRAO FIGUEIRA - ENTR. BR-158/ PR-558 (TERRA BOA),Pavimentada,082EPR0290
17360,RIO DOS INDIOS - INDIANAPOLIS,Pavimentada,082EPR0351
17361,ENTR. PR-180/466 (RONDON) - RIBEIRAO DO RATO,Pavimentada,082EPR0370
17362,RIBEIRAO DO RATO - INICIO PISTA DUPLA,Pavimentada,082EPR0390
17363,ENTR. PR-482 (B) (NOVA OLIMPIA) - SANTA FELICIDADE (A),Pavimentada,082EPR0431
17364,ENTR. PR-480 (TAPIRA) - ENTR. PR-082,Pavimentada,576EPR0070
17365,ENTR. PR-510 (B)/509 (BATEIAS) - RIO ACUNGUI,Implantada,090EPR0030
17366,ENTR. PR-153 (VENTANIA) - ENTR. PR-160 (A) (CURIUVA),Pavimentada,090EPR0210
17367,,Implantada,092EPR0072
17368,ENTR. PR-436 (ITAMBARACA) - SÃO JOAQUIM DO PONTAL,Pavimentada,517EPR0030
17369,SÃO JOAQUIM DO PONTAL - PORTO GALVAO,Pavimentada,517EPR0040
17370,P. URBANO CARLOPOLIS - ENTR. PR-424 (SALTO DO ITARARE),Implantada,151EPR0045
17371,RIO FARTURINHA - ENTR. BR-272,Implantada,151EPR0060
17372,ENTR. PR-239 (SENGES) - ENTR. PR-239 (B),Pavimentada,151EPR0120
17373,ENTR BR-153(B) (CACHOEIRA DO SUL) - ENTR RS-502 (CONTENDA),Pavimentada,287BRS0170
17374,ENTR RS-502 (CONTENDA) - ACESSO A PARAÍSO DOS SUL,Pavimentada,287BRS0172
17375,ACESSO A PARAÍSO DOS SUL - ENTR RS-348 (P/AGUDO),Pavimentada,287BRS0174
17376,RIO IVAI - JAPURA,Pavimentada,498EPR0070
17377,BARAO DE LUCENA - ENTR. PR-467 (NOVA BILAC),Pavimentada,555EPR0013
17378,TAQUARUNA - ENTR. PR-538,Implantada,532EPR0020
17379,ENTR. PR-445 (IRERE) - TAQUARUNA,Implantada,532EPR0010
17380,PORTO VITORIA - ENTR. SÃO JOSE,Implantada,446EPR0050
17381,ENTR. SÃO JOSE - RIO JARARACA,Pavimentada,446EPR0070
17382,RIO JARARACA - ENTR. PR-170 (BITURUNA),Pavimentada,446EPR0090
17383,ENTR. ACESSO TUPINAMBA - ENTR. PR-317 (MARINGA),Implantada,454EPR0050
17384,ENTR. PRT-466 (PITANGA) - SANTA MARIA DO OESTE,Pavimentada,456EPR0010
17385,RESERVA DO IGUAÇU - ENTR. PR-282(A) (MANGUEIRINHA),Leito Natural,459EPR0010B
17386,ENTR. PRT-369/BR-272 (BARBOSA FERRAZ) - RIO DO OLEO,Implantada,462EPR0010
17387,AGUA QUENTE - AGUA FRIA,Implantada,462EPR0015
17388,PARAISO DO SUL - AGUA QUENTE,Implantada,462EPR0013
17389,RIO DO OLEO - PARAISO DO SUL,Implantada,462EPR0011
17390,ACESSO  NOVA ESPERANÇA (PR-463),Pavimentada,935EPR0010
17391,ACESSO CRUZEIRO DO SUL,,AC17391
17392,FLOROPOLIS - PARANAPOEMA,Pavimentada,464EPR0053
17393,ENTR. PR-170 (SAMAMBAIA) - ENTRE RIOS,Pavimentada,540EPR0010
17394,ENTRE RIOS - CACHOEIRA,Pavimentada,540EPR0030
17395,CACHOEIRA - ENTR. PR-170 (SOCORRO),Pavimentada,540EPR0050
17396,ENTR. PR-323/445 (WARTA) - ENTR. BR-369 (LONDRINA),Pavimentada,545EPR0010
17397,ENTR. PR-170 (SÃO MARTINHO) - FINAL DO ASFALTO,Pavimentada,547EPR0010
17398,CORUMBATAI DO SUL - BOURBONIA,Pavimentada,549EPR0031
17399,ENTR. BR-158/ PR-082 (TERRA BOA) - MALU,Pavimentada,558EPR0051
17400,MALU - ENTR.PR-323,Pavimentada,558EPR0055
17401,NOVA ALIANCA DO IVAI - ENTR. PR-218 (PARANAVAI),Pavimentada,561EPR0030
17402,HONORIO SERPA - ENTR. BR-373 (CORONEL VIVIDA),Pavimentada,562EPR0005
17403,PORTO BARREIRO - PORTO SANTANA,Implantada,565EPR0020
17404,ACS. ATIBAIA - ENTR. SP. 008 (ACS. ATIBAIA ),Duplicada,065ESP0070
17405,ENTR. SP-065 - ENTR. BR-381 (KM33),Implantada,008ESP0090
17406,ENTR. BR-381 (KM33) - BRAGANÇA PAULISTA (PU) (A),Implantada,008ESP0100
17407,ACESSO CANTAGALO - ACESSO VIRMOND,Pavimentada,277BPR0235
17408,ENTR. SP-032/280 - ITAPEVI (PU) (A),Pavimentada,029ESP0010
17409,ENTR. BR-116 (CUMBICA) - GUARULHOS (PU) (A),Pavimentada,036ESP0020
17410,SANATORIO STO. ANGELO - ENTR. SP-043 (TAIACUPEBA),Pavimentada,039ESP0020
17411,ENTR. SP-031 (IUPEBA) - ENTR. SP-039,Implantada,043ESP0010
17412,ENTR. SP-039 - ENTR. SP-102 (TAIACUPEBA),Implantada,043ESP0020
17413,ACS. NAZARÉ PAULISTA - ENTR. SP. 036 (A),Duplicada,065ESP0040
17414,GUARULHOS (PU) (B) - ENTR. SP-065 (NAZARE PAULISTA) (A),Pavimentada,036ESP0030
17415,ACESSO ATIBAIA,,AC17415
17416,ACS. VALINHOS - ENTR. SP. 081 ( CAMPINAS ),Duplicada,065ESP0130
17417,ACESSO VALINHOS,,AC17417
17418,DIV. MUN. SÃO PAULO - ENTR. SP-056 (ITAQUAQUECETUBA),Duplicada,066ESP0010
17419,ACS. GUARAREMA - ENTR. SP. 081 / 066,Pavimentada,066ESP0070
17420,AREIAS - S. JOSE DO BARREIRO (PU) (B),Pavimentada,068ESP0040
17421,ACESSO SALTO DE PIRAPORA,,AC17421
17422,ENTR. SP-065 (CAMPINAS) - SOUZAS (PU) (A),Pavimentada,081ESP0010
17423,SOUZAS (PU) (B) - JOAQUIM EGIDIO,Pavimentada,081ESP0020
17424,ENTR. SP-165 (B) - FIM ASFALTO,Pavimentada,139ESP0030
17425,FIM ASFALTO - INICIO ASFALTO,Implantada,139ESP0040
17426,ENTR. SP-141 - ALAMBARI (PU),Implantada,268ESP0040
17427,CESARIO LANGE (PU) (B) - ACS. PORANGABA (I),Pavimentada,141ESP0070
17428,ENTR. SP-062/141 (P/SP-280) - ACS. PORANGABA (II),Pavimentada,141ESP0090
17429,ACS. PORANGABA (II) - BOFETE (PU) (A),Pavimentada,141ESP0100
17430,ACESSO PORANGABA,,AC17430
17431,ACS. CESARIO LANGE - ACS. PEREIRAS (I),Pavimentada,143ESP0020
17432,ACS. PEREIRAS (II) - ENTR. SP-300,Pavimentada,143ESP0040
17433,ACS. ITAPIRA - ACS. MOGI MIRIM,Pavimentada,147ESP0040B
17434,ACS. MOJI MIRIM - ENTR. SP. 340,Pavimentada,147ESP0050
17435,ENTR. SP. 107 ( HOLAMBRA ) - ACS. MOJI MIRIM,Duplicada,340ESP0030
17436,LAGOINHA (PU) (B) - ENTR. SP-171 (ROCINHA),Pavimentada,153ESP0020
17437,ELDORADO (PU) (B) - ACS. CAVERNA DO DIABO,Pavimentada,165ESP0040
17438,IPORANGA (PU) - ACS. ITAOCA,Implantada,165ESP0060
17439,MOJI MIRIM (PU) (B) - MOJI GUAÇU,Pavimentada,167ESP0010
17440,ENTR. SP-270 (ANGATUBA) - CAMPINA DO MONTE ALEGRE (PU),Pavimentada,189ESP0010
17441,ENTR. SP-332 - CONCHAL (PU) (A),Pavimentada,191ESP0020
17442,CHARQUEADA (PU) (B) - ACS. SÃO PEDRO (I),Pavimentada,191ESP0060
17443,ENTR. SP-191 (A) - ACS. SÃO PEDRO,Pavimentada,304ESP0090
17444,ACS. SÃO PEDRO - ACS. SANTA MARIA DA SERRA (I),Pavimentada,304ESP0100
17445,JUCUPIRANGA (PU) (A) - ACS. EX-COLONIA,Implantada,193ESP0020
17446,ACESSO EX-COLONIA (SP),,AC17446
17447,ENTR. SP-036/2266 - ITAPITAGUI (ACS. COLONIA DE SANTA MARIA),Implantada,193ESP0040
17448,ACS. BROTAS - ACS. TORRINHA,Pavimentada,197ESP0020
17449,S JOSÉ DO RIO PARDO (PU) (B) - ACS. USINA A. SALES OLIVEIRA,Pavimentada,207ESP0040
17450,ACS. USINA A. SALES OLIVEIRA - ENTR. SP. 340,Pavimentada,207ESP0050
17451,ITAPETININGA (PU) (B) - ENTR. SP-268,Pavimentada,157ESP0010
17452,ACS. RUBIÃO JR - ENTR. SP. 191,Duplicada,300ESP0230
17453,ACESSO PARDINHO,,AC17453
17454,ACS. SÃO SEBASTIÃO DA GRAMA - ENTR. SP. 211,Pavimentada,344ESP0080
17455,LIGA SP-344 A DIVISA SP/MG,,AC17455
17456,ACESSO  DIVINOLÂNDIA (II) - CACONDE(PU) (A),Pavimentada,344ESP0110
17457,ENTR. SP-207 - ENTR. SP-344,Implantada,211ESP0010
17458,ENTR. SP-234 - EMBU-GUACU (PU) (A),Pavimentada,214ESP0030
17459,EMBU-GUACU (PU) (B) - SANTA RITA,Pavimentada,214ESP0040
17460,ENTR. SP-214/SP-234 (EMBU-GUACU) - BAIRRO MINA DE OURO,Pavimentada,216ESP0010
17461,ENTR. SP. 310 - ACS. SÃO CARLOS,Pavimentada,215ESP0090
17462,ACS. RIBEIRÃO BONITO - ACS. DOURADO,Pavimentada,215ESP0110
17463,ENTR. SP-226 (PARIQUERA-ACU) (PU) - ENTR. BR-116 (JACUPIRANGA),Pavimentada,222ESP0040
17464,ENTR SP-222 (IGUAPE) - ENTR SP-222 (P/PARIQUERÁ-AÇU),Pavimentada,101BSP3670
17465,S. JOSE DO BARREIRO (PU) (B) - PARQUE NACIONAL DA BOCAINA,Implantada,221ESP0010
17466,ENTR. SP-216 - ENTR. SP-214,Pavimentada,234ESP0030
17467,ENTR. SP-022/245 - ACS. CERQUEIRA CESAR,Pavimentada,245ESP0030
17468,ACESSO CERQUEIRA CESAR,,AC17468
17469,ENTR. SP-068 (BANANAL) - DIVISA SP/RJ,Implantada,247ESP0010
17470,ITAPEVA (PU) / ENTR. SP. 258 - ENTR. SP. 259,Pavimentada,249ESP0030
17471,ENTR. SP-270 (OURINHOS) - DIVISA SP/PR,Pavimentada,278ESP0010
17472,ENTR. SP. 287 - FARTURA (PU),Pavimentada,249ESP0100
17473,IBIUNA (PU) - PIEDADE (PU),Pavimentada,250ESP0020
17474,ENTR. SP-264 - PILAR DO SUL (PU),Pavimentada,250ESP0060
17475,PILAR DO SUL (PU) - ACS. SÃO MIGUEL ARCANJO,Pavimentada,250ESP0070
17476,ENTR. SP-139 (A) - ENTR. SP-139 (B),Pavimentada,250ESP0090
17477,INICIO ASFALTO - ENTR. SP-250 (S. MIGUEL ARCANJO),Pavimentada,139ESP0050
17478,ENTR. SP-139 (B) - ACS. P/GRAMADAO,Pavimentada,250ESP0100
17479,CACONDE(PU) - ACESSO  TAPIRATIBA,Pavimentada,253ESP0010
17480,ENTR SP-350 - ESTACAO FEPASA,Pavimentada,253ESP0030
17481,ACS. PRADOPOLIS - ENTR. SP-197/253,Pavimentada,253ESP0120
17482,ENTR. SP-253 (P/PRADOPOLIS) - ENTR. SP-333 (BARRINHA),Implantada,197VSP0010
17483,ENTR. SP. 328 (B) - ENTR. SP. 253,Duplicada,255ESP0040
17484,ACS. GUATAPARÁ - ENTR. SP. 318,Duplicada,255ESP0060
17485,ACS. RINCÃO - ACS. AMÉRICO BRASILIENSE,Pavimentada,255ESP0080
17486,ACS. AMÉRICO BRASILIENSE - ACS. ARARAQUARA,Pavimentada,255ESP0090
17487,ENTR. SP. 310 - ENTR. SP.112 / 255,Pavimentada,255ESP0110
17488,ENTR. SP. 112 / 255 - ACS. BOA ESPERANÇA DO SUL,Pavimentada,255ESP0120
17489,ACS. BOCAINA - ENTR. SP. 138 / 255,Pavimentada,255ESP0150
17490,ENTR. SP-255 (A) - ENTR. SP-255 (A),Pavimentada,304ESP0170
17491,ACS. SÃO MANUEL - ENTR. SP-300,Pavimentada,255ESP0220
17492,ACS. AVARÉ - ENTR. SP. 245,Pavimentada,255ESP0250
17493,ACS. TAQUARITUBA - ENTR. SP. 249 (B),Pavimentada,255ESP0300
17494,ACS. CORONEL MACEDO - ACS. ITAPORANGA / ENTR. SP. 281,Pavimentada,255ESP0320
17495,ACESSO CORONEL MACEDO,,AC17495
17496,ACS. CAPÃO BONITO - ACS. ITAPEVA ( I ),Pavimentada,258ESP0020
17497,ACS. ITAPEVA ( I ) - ACS. ITAPEVA ( II ),Pavimentada,258ESP0030
17498,ENTR. SP-249 - ACS. EST. FEPASA ENG. MAIA,Implantada,259ESP0010
17499,ITABERA (PU) (A) - ENTR. SP-259,Pavimentada,267ESP0010
17500,ACS. EST. FEPASA ENG. MAIA - ENTR. SP-267,Implantada,259ESP0020
17501,ENTR. SP. 267 - ENTR. SP. 259,Pavimentada,258ESP0050B
17502,ENTR. SP-259 - ENTR. SP-258,Pavimentada,267ESP0020
17503,ENTR. SP-258 - ITARARE (PU) (A),Implantada,259ESP0040
17504,ACESSO PEDERNEIRAS,,AC17504
17505,ENTR. SP.460/266 (TARUMA) - ACS. TARUMA,Pavimentada,333ESP0300A
17506,ENTR. SP. 127 (B) / BR 373 (B) - ENTR. SP. 268,Pavimentada,270ESP0110
17507,ENTR. SP-157 - ENTR. SP-270,Implantada,268ESP0060
17508,ANGATUBA (PU) (B) - ENTR. SP-223/270,Implantada,268ESP0070
17509,ENTR. SP. 268 (A) - ENTR. SP. 268 (B),Pavimentada,270ESP0170
17510,PARANAPANEMA (PU) (B) - ENTR. SP-270,Implantada,268ESP0080
17511,ENTR. SP. 268 (B) - ENTR. SP. 255,Pavimentada,270ESP0180
17512,ENTR. SP-270 - ITAI (PU) (A),Implantada,268ESP0090
17513,ACS. Bº ATERRADINHO - ACS. PARANAPANEMA,Pavimentada,270ESP0150
17514,ENTR SP-197 - ACESSO BROTAS,Pavimentada,369BSP0310
17515,ENTR. SP-225 (BROTAS) - ACS. BROTAS,Pavimentada,197ESP0010
17516,ACS. BROTAS,,SP005197
17517,ACS. TORRINHA - ENTR. SP-304,Pavimentada,197ESP0030
17518,ENTR. SP. 261 - ACS. PIRAJU ( I ),Pavimentada,270ESP0200
17519,ENTR. SP. 287 - ACS. PIRAJU ( II ),Pavimentada,270ESP0220
17520,ACESSO PIRAJU,,AC17520
17521,ACESSO 2 A PIRAJU,,AC17521
17522,ENTR. SP. 266 - ACS. ASSIS,Duplicada,270ESP0340
17523,ACESSO TEODORO SAMPAIO,,AC17523
17524,ACS. PIRAPOZINHO - ENTR. SP-425,Pavimentada,272ESP0010
17525,ENTR. SP-425 - ACS. TARABAI,Pavimentada,272ESP0020
17526,FIM ASFALTO (JACUTINGA) - B. RIBEIRAO DO BARREIRO,Implantada,273ESP0020
17527,ENTR. SP-249 (ITABERA) - ENTR. SP-281,Implantada,275ESP0010
17528,ACS. QUATÁ - ACS. JOÃO RAMALHO,Pavimentada,284ESP0050
17529,ACESSO  JOÃO RAMALHO - ACESSO  RANCHARIA,Pavimentada,284ESP0060
17530,ACESSO RANCHARI,,AC17530
17531,TEJUPA - ENTR. SP-287 (PIRAJU),Pavimentada,085VSP0020
17532,ACESSO MONTE ALEGRE DO SUL,,AC17532
17533,ACESSO BARRINHA,,AC17533
17534,ACS. ASSIS - ENTR. SP. 460 / 266 ( TARUMÃ ),Pavimentada,333ESP0290
17535,ENTR. SP. 421 - ACS. ECHAPORÃ,Pavimentada,333ESP0250
17536,ENTR. SP-310 - ENTR. SP-355,Pavimentada,425ESP0110
17537,FIM PISTA DUPLA - ACS. BRODOSQUI,Duplicada,334ESP0040
17538,ENTR. SP-427 - ENTR. SP-310,Duplicada,425ESP0100B
17539,ACS. COSMORAMA - ENTR. SP. 479,Pavimentada,320ESP0040
17540,ACESSO COSMORAMA,,AC17540
17541,ACS. VOTUPORANGA - ENTR. SP. 461,Pavimentada,320ESP0060
17542,ACESSO VOTUPORA,,AC17542
17543,ACS. PADRANÓPOLIS - ENTR. SP. 543,Pavimentada,320ESP0100
17544,ACESSO PEDRANOPOLIS,,AC17544
17545,ACS. ESTRELA DO OESTE - ACS. DISTR. FÁTIMA PAULISTA,Pavimentada,320ESP0120
17546,ACESSO LAVINIA,,AC17546
17547,ACS. MIRANDÓPOLIS - ACS. PRIMEIRA ALIANÇA,Duplicada,300ESP0590
17548,ENTR. SP. 340 - ENTR. SP.328,Pavimentada,225ESP0020A
17549,ENTR. SP-330 (STA. CRUZ CONCEICAO) - ENTR. SP-225,Implantada,328ESP0010
17550,ENTR. SP. 300 - ACS. BRAÚNA,Pavimentada,425ESP0180
17551,BONFIM PAULISTA (PU) (B) - ENTR. SP. 322,Pavimentada,328ESP0100
17552,AC. RIBEIRAO PRETO - ENTR. SP-330,Pavimentada,328ESP0120
17553,ACS. TAQUARITINGA - ENTR. SP. 319,Pavimentada,333ESP0130
17554,ACS MARTINÓPOLIS - ACS. CAIABU,Pavimentada,425ESP0260
17555,ENTR. SP. 300 - ACS. GUARANTÃ,Pavimentada,333ESP0200
17556,ACS. CRISTAIS PAULISTA - ACS. JERIQUARA,Pavimentada,334ESP0140
17557,ACESSO PALMEIRA DOESTE,,AC17557
17558,ACESSO SAO CARLOS,,AC17558
17559,ACESSO PRESIDENTE VENCESLAU,,AC17559
17560,ACESSO 2 A SANTA FE DO SUL,,AC17560
17561,ENTR. SP. 333 (B) - ACS. SERTÃOZINHO,Duplicada,322ESP0060
17562,ACESSO PITANGUEIRAS,,AC17562
17563,ACS. TURMALINA - ACS POPULINA,Pavimentada,463ESP0130
17564,ACS. VITÓRIA BRASIL - ACS. DOLCINÓPOLIS,Pavimentada,463ESP0110
17565,ACS. IGARAPAVA (I) - ACS. IGARAPAVA (II),Pavimentada,328ESP0180
17566,ACESSO ITUVERAVA,,AC17566
17567,SALES OLIVEIRA (PU)(B) - ENTR. SP-351,Pavimentada,328ESP0150
17568,SÃO MARCOS - ENTR RS-230 (ANA RECH),Pavimentada,116BRS3080
17569,ACESSO 1 A SANTA RITA DO PASSA QUATRO,,AC17569
17570,ACESSO JUNQUEIROPOLIS,,AC17570
17571,ACS. BARIRI - ACS. ITAJU,Pavimentada,304ESP0210
17572,ACS. VALPARAISO - ACS. LAVÍNIA,Duplicada,300ESP0570
17573,ACESSO IBITINGA,,AC17573
17574,ENTR. SP-326 (JABOTICABAL) - ACS. MONTE ALTO,Pavimentada,305ESP0010
17575,ENTR. SP-300 - BOTUCATU (PU),Duplicada,209ESP0030
17576,ACESSO PONTALINDA,,AC17576
17577,ACESSO RIOLANDIA,,AC17577
17578,ACESSO CAIABU,,AC17578
17579,ENTR. SP. 501 - ACS. PIRAPOZINHO,Duplicada,425ESP0310
17580,ACS. BIRIGUI - ACS. BURITAMA,Pavimentada,461ESP0040
17581,ACS. BARRINHA ( I ) - ACS. BARRINHA ( II ),Pavimentada,333ESP0070
17582,ACESSO PIRASSUNUNGA,,AC17582
17583,ACS. INDIANA - ENTR. SP. 270 (A),Pavimentada,425ESP0280
17584,SANTO EXPEDITO (PU) - FLORA RICA (PU),Pavimentada,501ESP0060
17585,ACESSO TACIBA,,AC17585
17586,ACESSO AMERERICO DE CAMPOS,,AC17586
17587,ACS. POPULINA - ENTR. SP. 543,Pavimentada,463ESP0140
17588,ACESSO ICEM,,AC17588
17589,ACESSO PAULO DE FARIA,,AC17589
17590,ACESSO ALTAIR,,AC17590
17591,ENTR SP-425 - ACESSO GUARACI,Pavimentada,322ESP0150
17592,ACESSO 2 A SETAOZINHO,,AC17592
17593,ACESSO 1 A SETAOZINHO,,AC17593
17594,ACESSO SANTA CLARA DOESTE,,AC17594
17595,ACESSO 2  A TRES FRONTEIRAS,,AC17595
17596,ENTR. SP-310(B) - ACS. TRES FRONTEIRAS,Pavimentada,595ESP0040
17597,ACESSO ITAPURA,,AC17597
17598,ENTR. SP-563 - NOVA GUATAPORANGA,Pavimentada,012VSP0010
17599,ACESSO MARINOPOLIS,,AC17599
17600,ACS. SÃO FRANCISCO - ACS. JALES,Pavimentada,563ESP0120
17601,ACESSO INDIAPORA,,AC17601
17602,ACS. INDIAPORÃ - ENTR. SP. 463,Pavimentada,543ESP0030
17603,ACESSO ADAMANTINA,,AC17603
17604,ACESSO RESTINGA,,AC17604
17605,ACS. CLEMENTINA - ACS. SANTÓPOLIS DO AGUAPEÍ,Pavimentada,425ESP0210
17606,ACESSO BORBOREMA,,AC17606
17607,ACESSO JABOTICABAL,,AC17607
17608,ACESSO SANTA CRUZ DA ESPERANCA,,AC17608
17609,ACS. SANTA CRUZ DA ESPERANÇA - ACS. SERRAR AZUL,Pavimentada,333ESP0030
17610,ACESSO SERRA AZUL,,AC17610
17611,ACESSO VITORIA BRASIL,,AC17611
17612,ACS. DOLCINÓPOLIS - ACS. TURMALINA,Pavimentada,463ESP0120
17613,ACS. ITÁPOLIS - ACS BORBOREMA,Pavimentada,333ESP0160
17614,ACS. BARRINHA ( II ) - ACS. JABOTICABAL,Pavimentada,333ESP0080
17615,ENTR. MS 473 - ENTR. MS 274 (ANGELICA),Implantada,141EMS0020
17616,ENTR BR-290 - ACESSO BUTIA,Pavimentada,290BRS9000
17617,ENTR BR-116 - ACESSO PEDRO TOLEDO,Pavimentada,116BSP9030
17618,ENTR. BR-487(B) - ENTR. PR-323 (UMUARAMA),Pavimentada,482EPR0130C
17619,ENTR PR-482(A) - ENTR PR-482(B),Pavimentada,487BPR0115
17620,AVENIDA PERIMETRAL TANCREDO NEVES - ENTR BR-272(B),Duplicada,487BPR0158
17621,ENTR. BR 163 (NOVA AMERICA) - CAFE PORA,Implantada,278EMS0070
17622,ENTR. BR 463 - ENTR. MS 380 (A) LAGUNITA,Implantada,280EMS0010
17623,ENTR. MS 145 (B) - ENTR. MS 141 (A),Leito Natural,283EMS0070
17624,PORTO MORUMBI - ENTR. MS 141 (ELDORADO),Implantada,295EMS0010
17625,ENTR. MS-386 - ENTR. MS-160 (TACURU),Pavimentada,295EMS0070
17626,PONTO 1 - CORRENTE,Leito Natural,299EMS0020
17627,CORRENTE - ENTR. MS 160,Leito Natural,299EMS0030
17628,ENTR. MS 432 - ENTR. BR 262,Leito Natural,433EMS0010
17629,ENTR. MS 306 - DIVISA MS / GO,Leito Natural,434EMS0010
17630,ENTR. BR 060 - ENTR. MS 245 / 351,Implantada,438EMS0010
17631,ENTR. BR 163 (BANDEIRANTES) - ENTR. BR-060,Leito Natural,441EMS0010
17632,ENTR. BR 158/ MS 156 (APARECIDA DO TABOADO) - PORTO TABOADO,Leito Natural,443EMS0010
17633,ENTR. BR 262 (MIRANDA) - PONTO 1,Pavimentada,446EMS0010
17634,PONTO 1 - AGACHI,Em obras de pavimentação,446EMS0030A
17635,AGACHI - ENTR. BR-262,Em obras de pavimentação,446EMS0030B
17636,ENTR. MS 345 (CIPOLANDIA) - ENTR. MS 352,Leito Natural,447EMS0010
17637,ENTR. BR 262/ MS 339 (MIRANDA) - IMBIRUSSU,Implantada,448EMS0010
17638,IMBIRUSSU - ENTR. MS 449 (LALIMA),Implantada,448EMS0020
17639,ENTR. MS 448 - IMBIRUSSU,Implantada,449EMS0010
17640,ENTR. BR 419 / MS 345 (AQUIDAUNA) - CERA,Pavimentada,450EMS0010
17641,CERA - VILA CAMISAO,Pavimentada,450EMS0030
17642,PALMEIRAS - PONTO 1,Em obras de pavimentação,450EMS0070
17643,VILA CAMISAO - PALMEIRAS,Em obras de pavimentação,450EMS0050
17644,PONTO 1 - ENTR. BR 262,Pavimentada,450EMS0090
17645,ENTR. BR 262 - GARCIAS,Leito Natural,452EMS0010
17646,ACESSO CAMPO GRANDE - SUDESTE,,AC17646
17647,ACESSO CAMPO GRANDE - OESTE,,AC17647
17648,ENTR. BR 060 - RIO ANHADUI,Leito Natural,455EMS0010
17649,RIO ANHADUI - ENTR. MS 258 (CAPAO SECO),Implantada,455EMS0020
17650,ENTR. MS 258 (CAPAO SECO) - ENTR. MS 466 (ALEGRETE),Implantada,455EMS0030
17651,ENTR. MS 466 (ALEGRETE) - PASSATEMPO,Implantada,455EMS0050
17652,PASSATEMPO - ENTR. BR 267,Implantada,455EMS0070
17653,ENTR. MS 455 (ALEGRETE) - ENTR. BR 163,Implantada,466EMS0010
17654,ENTR. BR 267 - ENTR. MS 156 (A),Implantada,470EMS0010
17655,ENTR. MS 274 (PORTO VILMA) - ENTR. MS 145,Leito Natural,469EMS0010
17656,ENTR. BR 262 - ARAPUA,Pavimentada,459EMS0010
17657,ARAPUA - RIO VERDE,Implantada,459EMS0030
17658,RIO VERDE - ENTR. MS 040,Leito Natural,459EMS0050
17659,ENTR. MS 395 - DESTILARIA BRASILANDIA,Implantada,464EMS0010
17660,ACESSO BATAGUAÇU,,AC17660
17661,ENTR. MS 276 - ENTR. MS 476,Leito Natural,473EMS0090
17662,ENTR. MS 476 - TAQUARUSSU,Leito Natural,473EMS0110
17663,TAQUARUSSU - SAO JOAO,Leito Natural,473EMS0130
17664,SAO JOAO - PORTO SAO JOSE,Leito Natural,473EMS0150
17665,ENTR. BR 376 - GUASSULANDIA,Implantada,475EMS0010
17666,ENTR. MS 141 (PONTE PRETA) - NOVO HORIZONTE DO SUL,Leito Natural,475EMS0030
